error_code,amount,retry_count,gateway_health,time_since_failure,customer_history,previous_attempt_result,recovered
E01,5738.24,0,0.677,1785,0.326,1,1
E99,2523.86,2,0.74,881,0.82,1,0
E03,3994.87,0,0.541,2128,0.399,1,0
E03,9076.18,1,0.583,2618,0.097,0,0
E02,8879.73,0,0.793,101,0.613,1,1
E01,784.16,2,0.916,839,0.755,1,1
E01,6575.59,0,0.351,1302,0.63,1,1
E99,1614.41,1,0.311,431,0.782,1,0
E03,2187.75,1,0.704,304,0.806,1,0
E02,8655.66,1,0.385,898,0.09,1,1
E02,8962.38,1,0.355,1227,0.052,1,1
E01,918.65,0,0.363,1922,0.261,0,1
E01,8751.84,1,0.357,2929,0.261,1,1
E03,7312.09,1,0.582,3080,0.579,1,0
E02,7779.53,0,0.972,1374,0.265,1,0
E03,7938.97,0,0.862,1906,0.393,1,1
E03,5121.61,0,0.635,51,0.476,1,0
E03,9474.39,1,0.265,3056,0.615,0,0
E03,2083.56,0,0.738,845,0.987,1,0
E01,5099.15,0,0.561,232,0.697,0,1
E03,3253.67,2,0.823,2169,0.3,0,0
E03,8242.07,2,0.595,1341,0.38,1,0
E01,918.74,2,0.735,1480,0.091,1,1
E01,4393.42,2,0.36,1567,0.444,1,1
E01,7757.43,1,0.867,2261,0.604,0,1
E01,3192.18,2,0.824,2886,0.942,1,0
E02,2480.72,2,0.499,2058,0.302,1,0
E01,2699.24,0,0.971,2198,0.279,1,0
E03,7164.54,0,0.328,2911,0.066,0,0
E01,2939.15,2,0.216,2826,0.59,0,1
E01,4086.57,2,0.811,621,0.986,1,1
E01,5502.11,2,0.68,1219,0.399,0,1
E01,9413.52,1,0.289,1777,0.518,1,0
E99,7964.04,2,0.328,3362,0.105,1,0
E01,1934.29,2,0.305,2185,0.587,0,0
E01,8842.53,2,0.333,2929,0.247,0,0
E01,8463.2,1,0.569,2861,0.065,1,0
E02,7477.72,0,0.241,3295,0.693,1,0
E03,5217.37,2,0.616,1866,0.189,1,0
E03,791.17,2,0.684,946,0.145,1,0
E02,7143.9,2,0.782,1481,0.264,1,0
E03,5231.59,1,0.957,24,0.179,0,0
E02,3166.77,0,0.266,2461,0.635,0,1
E03,198.39,2,0.228,2216,0.301,0,0
E02,2387.38,0,0.311,595,0.681,0,0
E01,6096.33,0,0.47,1773,0.563,0,0
E03,1211.84,0,0.62,2578,0.382,1,0
E03,6588.65,0,0.203,2804,0.232,0,0
E02,8214.75,1,0.754,2793,0.682,0,1
E99,3249.97,0,0.966,351,0.543,0,0
E99,911.66,1,0.4,1345,0.728,1,1
E01,1483.02,1,0.207,2144,0.526,0,1
E03,3643.3,1,0.803,379,0.804,1,0
E03,8153.0,1,0.816,716,0.567,0,0
E02,6379.36,1,0.235,3394,0.815,0,0
E02,8692.09,2,0.694,1853,0.567,0,0
E99,9944.83,0,0.394,2082,0.954,0,0
E03,2105.41,0,0.706,570,0.852,1,0
E02,6978.73,2,0.781,2282,0.289,1,0
E01,4718.52,0,0.378,3284,0.734,1,1
E02,4985.43,2,0.409,3455,0.174,0,0
E99,3323.26,0,0.689,660,0.906,0,1
E03,3490.87,2,0.666,799,0.375,0,0
E01,6795.19,0,0.909,2070,0.499,1,1
E99,6245.95,0,0.608,3192,0.069,0,0
E03,3253.19,1,0.84,21,0.866,1,0
E02,1273.95,1,0.786,811,0.941,1,1
E01,5824.59,2,0.733,564,0.492,1,1
E02,7420.02,1,0.353,2842,0.227,0,0
E01,5630.36,2,0.421,1798,0.702,1,0
E01,136.14,2,0.653,2572,0.329,0,1
E03,2894.92,0,0.253,148,0.952,1,0
E99,7807.94,0,0.236,476,0.342,1,0
E02,7451.23,0,0.24,1954,0.591,1,0
E99,203.06,2,0.937,1512,0.096,1,0
E99,4755.93,2,0.751,664,0.98,1,0
E01,4429.45,2,0.869,939,0.592,1,1
E01,6557.59,0,0.971,2615,0.967,1,1
E03,1337.3,1,0.761,50,0.333,0,0
E03,6252.01,2,0.612,3125,0.546,0,0
E02,9474.49,2,0.583,574,0.067,0,1
E03,3780.32,1,0.797,2731,0.775,1,0
E03,3439.83,0,0.894,2267,0.207,0,1
E03,379.91,2,0.864,229,0.45,0,0
E03,668.21,2,0.594,2752,0.68,1,1
E01,9322.57,0,0.819,1787,0.127,1,0
E01,9757.47,1,0.581,1084,0.787,0,1
E01,155.85,2,0.508,401,0.807,1,0
E99,9016.73,2,0.438,416,0.549,0,0
E99,1822.2,2,0.244,1473,0.619,1,0
E03,5657.45,2,0.361,1061,0.139,1,0
E01,6813.6,0,0.784,3022,0.472,0,1
E02,3654.68,0,0.337,1954,0.841,0,0
E01,5336.98,1,0.921,149,0.134,1,0
E02,6312.67,1,0.263,3157,0.979,1,0
E01,2019.87,1,0.241,906,0.507,1,0
E03,9943.14,0,0.585,2183,0.062,1,1
E01,2118.43,0,0.378,2975,0.37,0,1
E03,202.35,1,0.282,2404,0.521,1,1
E99,9448.42,2,0.248,1461,0.951,1,0
E03,4348.36,2,0.622,27,0.713,1,0
E01,4046.34,0,0.408,848,0.596,0,1
E99,2829.15,0,0.645,2050,0.959,0,0
E03,355.74,0,0.319,3417,0.327,1,1
E02,2719.23,2,0.22,130,0.407,1,0
E03,3993.67,0,0.222,561,0.772,0,0
E99,5251.26,2,0.29,1290,0.609,0,0
E02,4630.68,1,0.837,2839,0.256,1,0
E02,8802.46,1,0.559,3420,0.756,0,0
E02,9122.17,2,0.699,641,0.301,1,0
E01,3239.83,1,0.9,2090,0.575,1,0
E03,9599.59,1,0.37,3467,0.855,1,0
E01,8662.85,1,0.897,3594,0.309,0,0
E02,9283.58,1,0.797,2830,0.765,0,1
E02,7092.68,1,0.783,2803,0.86,1,1
E01,2062.89,0,0.897,995,0.348,1,1
E02,2032.76,0,0.301,1114,0.235,1,0
E03,9095.65,2,0.632,3541,0.864,0,1
E01,5119.75,1,0.587,2242,0.488,1,0
E01,8915.63,1,0.731,412,0.343,1,1
E99,7233.42,2,0.39,249,0.06,0,1
E99,2203.87,1,0.302,3094,0.232,0,0
E02,3909.12,0,0.979,467,0.532,0,1
E01,9681.47,1,0.573,2518,0.829,1,1
E01,293.87,1,0.386,1158,0.522,1,1
E01,7174.38,2,0.303,626,0.31,1,0
E02,9789.92,2,0.675,411,0.923,1,0
E99,1131.05,2,0.318,1967,0.397,1,0
E03,2792.73,2,0.346,2893,0.203,0,0
E01,5515.43,2,0.962,43,0.939,0,1
E99,8453.27,2,0.223,2534,0.423,1,0
E02,5114.47,1,0.349,2063,0.503,0,0
E01,690.0,2,0.737,2859,0.83,1,0
E02,1359.12,0,0.374,2096,0.32,0,0
E01,3821.84,1,0.346,454,0.547,1,0
E99,3293.15,1,0.645,1471,0.864,1,0
E02,2274.82,0,0.757,3553,0.291,1,1
E03,8417.27,1,0.545,2968,0.891,1,1
E02,366.13,0,0.825,1265,0.23,1,1
E99,8310.51,2,0.852,3350,0.853,1,0
E03,9224.63,1,0.698,27,0.42,0,0
E02,6338.1,1,0.662,1922,0.565,1,1
E01,6290.97,1,0.853,2786,0.568,1,1
E99,1575.28,0,0.212,2426,0.243,0,0
E02,5726.35,1,0.609,644,0.213,0,0
E01,3814.23,0,0.303,525,0.719,1,1
E99,2367.59,2,0.377,2677,0.826,0,0
E01,5874.96,0,0.959,3593,0.179,0,0
E01,111.79,0,0.203,2751,0.756,0,0
E02,2836.49,2,0.446,3088,0.357,0,0
E01,6594.82,0,0.323,3277,0.609,1,1
E02,4604.9,2,0.656,3416,0.553,0,0
E01,1541.84,0,0.875,2844,0.749,1,1
E01,113.05,1,0.513,2801,0.559,0,1
E01,2777.35,2,0.87,2843,0.138,1,1
E01,5535.69,2,0.552,1163,0.312,1,0
E99,5392.0,1,0.927,1946,0.424,0,0
E02,1397.61,2,0.878,798,0.588,0,1
E02,6175.6,2,0.343,1911,0.209,0,0
E02,9989.35,0,0.908,1840,0.367,0,1
E03,5890.18,0,0.354,247,0.109,0,0
E01,5323.62,0,0.592,298,0.353,1,1
E01,6264.07,0,0.357,3422,0.531,1,1
E03,8808.74,0,0.509,1986,0.93,1,0
E02,9465.39,1,0.988,118,0.217,0,0
E03,506.23,2,0.812,1332,0.076,0,0
E99,2129.44,1,0.643,3208,0.405,0,1
E03,1246.06,0,0.948,2620,0.621,0,0
E01,7746.3,2,0.488,2965,0.621,1,1
E01,551.07,1,0.339,2252,0.375,1,1
E01,9036.09,2,0.863,2521,0.085,0,0
E03,303.5,1,0.21,888,0.914,1,0
E99,6065.21,1,0.844,3030,0.522,0,0
E99,2828.2,1,0.217,2640,0.78,0,0
E01,4758.58,2,0.428,862,0.423,0,0
E03,4474.67,0,0.484,1120,0.832,1,1
E02,7514.04,1,0.455,2761,0.788,0,0
E03,5016.76,2,0.395,895,0.14,0,0
E02,4270.09,0,0.287,2408,0.098,0,0
E01,7329.74,0,0.203,1507,0.191,0,0
E01,9265.49,1,0.82,1034,0.823,1,1
E99,7959.83,2,0.566,569,0.303,1,0
E02,7393.5,2,0.33,2598,0.422,1,0
E02,4928.45,1,0.266,1171,0.594,1,0
E02,9012.14,1,0.423,2002,0.663,1,1
E02,4914.5,1,0.483,936,0.451,1,0
E99,9309.83,1,0.569,531,0.472,0,0
E01,8048.93,2,0.281,79,0.358,0,0
E01,1587.58,1,0.984,3382,0.138,0,0
E03,565.22,1,0.415,1083,0.189,1,0
E02,7434.47,2,0.553,2074,0.887,1,1
E01,6889.81,0,0.767,1681,0.966,0,1
E01,6060.68,2,0.448,1332,0.826,0,0
E01,9764.77,2,0.266,2987,0.337,1,0
E01,5499.49,1,0.501,3279,0.218,0,0
E01,3544.21,1,0.642,650,0.529,1,0
E01,5693.16,1,0.873,112,0.139,0,0
E03,381.28,1,0.494,1179,0.91,1,1
E99,5834.72,1,0.912,371,0.772,1,1
E99,9034.06,2,0.637,106,0.965,0,0
E02,142.87,0,0.774,2898,0.855,0,1
E01,8468.51,1,0.224,271,0.434,0,0
E99,8039.1,1,0.917,254,0.345,0,0
E03,1150.42,1,0.371,1282,0.834,0,1
E02,8483.62,2,0.461,2045,0.603,0,0
E01,7659.1,0,0.619,1800,0.876,0,1
E01,4961.36,1,0.968,2684,0.356,0,0
E02,2527.62,0,0.477,2693,0.564,0,1
E02,2952.19,0,0.376,60,0.485,0,0
E01,6161.52,1,0.969,2747,0.222,0,1
E99,2538.41,2,0.847,154,0.559,0,0
E02,3321.02,0,0.731,3290,0.128,1,1
E02,9315.3,0,0.528,1101,0.402,1,1
E01,7320.35,0,0.536,3268,0.551,1,0
E03,7387.13,1,0.961,3597,0.187,1,0
E03,9563.77,2,0.255,366,0.758,0,0
E01,157.36,2,0.806,1372,0.229,0,0
E02,2520.41,0,0.681,404,0.735,1,1
E03,6613.94,2,0.975,3486,0.073,1,0
E03,4438.89,0,0.647,1788,0.698,0,0
E01,1216.77,1,0.424,3015,0.426,1,0
E99,7834.21,2,0.824,2122,0.793,1,0
E02,566.02,2,0.989,3052,0.578,0,1
E01,5484.13,2,0.926,2152,0.407,1,1
E01,5668.4,0,0.436,175,0.674,0,1
E01,6396.02,2,0.477,1751,0.415,1,0
E01,3224.7,1,0.804,2357,0.385,0,0
E02,333.65,1,0.679,3532,0.45,0,0
E03,8900.93,1,0.209,2998,0.718,1,0
E01,9299.13,1,0.313,1832,0.628,0,0
E99,4871.69,0,0.268,2901,0.912,0,0
E01,304.34,2,0.343,3367,0.05,0,0
E02,5850.62,2,0.444,3153,0.201,1,0
E99,3227.71,0,0.974,3557,0.514,1,0
E03,1906.61,0,0.741,1294,0.679,0,1
E03,1772.63,0,0.244,1599,0.134,0,0
E03,1874.63,1,0.686,52,0.327,0,0
E01,3375.33,0,0.549,482,0.979,1,1
E01,2878.14,2,0.803,2939,0.358,1,0
E02,8380.61,2,0.907,1173,0.407,0,1
E01,5003.62,2,0.252,1580,0.274,0,0
E02,4333.71,0,0.984,1291,0.066,0,1
E01,1543.75,2,0.246,3336,0.318,0,1
E99,8771.32,1,0.786,3198,0.201,0,0
E99,642.74,0,0.923,2662,0.408,0,0
E03,2471.36,1,0.801,3462,0.268,0,1
E03,6252.58,0,0.321,1968,0.43,1,0
E01,7052.89,2,0.366,611,0.303,0,0
E01,8031.45,0,0.233,2285,0.911,0,0
E03,4161.88,0,0.305,73,0.324,0,0
E03,3532.73,0,0.249,1511,0.227,1,0
E02,2956.66,1,0.243,2990,0.766,0,0
E02,5724.14,2,0.65,649,0.813,0,1
E02,3551.49,2,0.261,2011,0.579,0,0
E01,3348.13,1,0.54,2798,0.374,1,0
E01,267.22,0,0.768,2704,0.834,1,0
E02,9488.33,0,0.212,2131,0.68,0,0
E03,699.88,1,0.711,1194,0.408,0,0
E99,2781.63,2,0.806,872,0.418,0,0
E02,9222.05,0,0.629,571,0.052,0,0
E03,7379.95,2,0.58,2652,0.104,1,0
E03,5823.58,0,0.785,953,0.177,0,0
E01,6642.06,2,0.624,2339,0.282,0,0
E03,1060.89,0,0.607,175,0.921,1,0
E02,8105.61,2,0.841,1051,0.822,0,0
E02,2576.06,0,0.87,1389,0.088,0,0
E01,9566.52,0,0.495,2782,0.064,0,1
E99,2390.61,0,0.532,358,0.601,1,1
E99,6291.11,0,0.841,1693,0.404,1,0
E01,5498.71,2,0.636,1670,0.804,0,1
E01,1516.72,0,0.749,1158,0.965,1,1
E01,3692.98,1,0.26,2877,0.515,0,0
E03,7834.8,2,0.276,3529,0.217,0,0
E02,2204.62,1,0.625,172,0.889,0,1
E01,9632.29,2,0.855,3356,0.447,0,0
E03,3025.29,2,0.453,3228,0.442,0,0
E02,6304.54,2,0.969,3032,0.712,1,1
E02,6226.78,2,0.808,444,0.398,0,0
E02,4760.7,0,0.825,1397,0.271,1,0
E02,6588.07,0,0.867,2361,0.747,0,1
E02,7461.41,0,0.404,735,0.225,1,0
E01,6228.13,0,0.464,866,0.087,1,0
E02,5643.95,0,0.295,2027,0.518,1,0
E99,6105.61,0,0.504,3041,0.082,1,0
E02,4079.36,2,0.229,586,0.793,1,0
E99,801.64,2,0.801,38,0.969,1,0
E02,1681.01,1,0.842,3585,0.942,1,0
E03,6106.37,2,0.371,1517,0.19,1,0
E01,9279.02,1,0.592,275,0.926,0,0
E03,354.83,1,0.738,3462,0.155,0,0
E01,5485.95,2,0.794,984,0.383,1,0
E01,2595.41,0,0.976,407,0.129,1,1
E01,5661.23,0,0.361,2406,0.823,1,0
E01,7521.61,1,0.397,2738,0.26,0,0
E99,7380.99,0,0.883,456,0.675,1,0
E99,7276.37,2,0.278,2616,0.767,1,0
E03,7811.34,1,0.829,1360,0.408,1,1
E01,818.85,0,0.307,1149,0.792,1,1
E99,5144.82,0,0.572,2400,0.356,0,0
E03,2691.61,0,0.674,218,0.189,1,0
E01,9220.58,1,0.814,605,0.482,0,0
E02,7850.5,0,0.292,2999,0.718,1,1
E03,1164.69,0,0.859,3548,0.087,0,0
E01,2508.14,2,0.88,3257,0.808,0,0
E02,4606.68,2,0.835,2820,0.29,0,1
E03,9632.8,2,0.95,461,0.69,1,1
E01,1185.76,0,0.898,1112,0.157,1,1
E02,5722.93,0,0.814,3052,0.416,0,0
E02,3478.75,1,0.663,2567,0.487,1,1
E03,6498.77,2,0.847,2999,0.49,0,1
E99,6522.2,1,0.98,1479,0.307,1,0
E03,2481.86,1,0.71,2077,0.547,0,0
E03,7879.51,2,0.394,2652,0.311,1,0
E02,1003.5,1,0.398,2820,0.207,1,0
E03,8199.57,2,0.837,2612,0.175,1,0
E02,2198.47,2,0.992,143,0.891,0,1
E01,5936.84,2,0.368,729,0.173,1,0
E03,3538.37,1,0.976,1786,0.421,1,0
E03,6136.82,1,0.415,2516,0.287,0,0
E02,2747.44,0,0.53,3481,0.629,1,1
E99,5732.74,2,0.927,1084,0.375,0,0
E03,181.16,0,0.969,2791,0.319,1,1
E02,3807.1,0,0.654,2391,0.961,1,1
E01,8281.25,2,0.96,966,0.987,0,1
E01,4683.77,1,0.874,624,0.175,0,1
E02,5042.68,1,0.893,2245,0.701,0,1
E02,6253.61,2,0.895,1182,0.886,0,0
E01,4398.68,0,0.509,765,0.963,1,1
E01,8684.06,2,0.225,787,0.33,0,0
E01,4092.91,1,0.332,800,0.787,0,1
E03,9431.27,1,0.26,329,0.358,0,0
E03,8781.69,0,0.394,682,0.634,0,1
E02,4268.77,2,0.244,3512,0.532,1,0
E01,3721.43,0,0.422,684,0.715,1,0
E01,6798.62,1,0.671,1472,0.908,0,1
E01,7577.54,2,0.313,1797,0.156,1,0
E02,1940.03,0,0.453,2527,0.259,1,1
E01,2486.35,1,0.379,1115,0.601,1,1
E01,1547.9,2,0.276,2976,0.386,1,1
E99,7630.85,0,0.741,2800,0.574,1,1
E02,7172.58,0,0.914,1830,0.786,0,1
E03,1971.63,1,0.773,3218,0.708,0,1
E01,5415.06,1,0.747,1254,0.771,0,1
E01,7665.97,2,0.986,1755,0.202,1,0
E99,9475.58,2,0.785,2154,0.079,1,0
E02,1867.37,0,0.238,689,0.869,1,0
E03,3112.86,0,0.375,295,0.474,1,0
E99,3548.56,0,0.71,3592,0.648,0,1
E02,6287.28,2,0.711,175,0.119,1,0
E01,1450.55,1,0.866,170,0.715,0,1
E02,2014.95,2,0.327,366,0.146,0,0
E01,7826.32,0,0.985,1979,0.79,0,1
E01,5466.33,1,0.613,966,0.107,0,0
E01,1687.82,0,0.936,791,0.128,1,1
E99,3945.48,1,0.623,3097,0.373,1,0
E03,1431.49,0,0.35,3375,0.249,0,0
E01,3690.63,0,0.481,3153,0.975,1,0
E01,4061.97,0,0.377,1170,0.474,0,0
E03,1209.89,2,0.411,308,0.491,0,0
E99,692.35,1,0.912,3448,0.094,0,0
E01,8827.86,1,0.502,1965,0.512,0,0
E01,8887.72,0,0.346,3502,0.11,1,0
E99,125.53,0,0.492,603,0.64,0,1
E99,6447.92,1,0.694,3394,0.973,0,0
E99,1027.42,2,0.361,1115,0.36,1,0
E01,8120.4,2,0.241,2854,0.81,1,0
E01,8807.67,0,0.898,397,0.958,0,0
E02,6204.49,0,0.391,2668,0.96,1,1
E01,6170.24,1,0.949,1704,0.751,0,0
E99,3777.67,0,0.238,3430,0.868,1,1
E01,2569.74,1,0.721,532,0.38,1,1
E03,5042.78,2,0.732,805,0.599,0,1
E99,1423.8,0,0.325,2290,0.673,0,0
E99,6755.03,1,0.732,2915,0.254,0,0
E03,4753.86,1,0.51,3197,0.345,0,1
E99,1858.25,1,0.505,409,0.39,0,0
E01,5924.31,1,0.902,25,0.112,1,1
E02,7973.75,1,0.962,1303,0.479,0,1
E01,5929.11,0,0.336,352,0.786,1,0
E99,5343.65,2,0.747,1447,0.661,0,0
E99,8492.4,0,0.324,1716,0.638,1,0
E01,206.48,0,0.228,3583,0.62,0,0
E01,6205.8,0,0.32,121,0.071,0,0
E02,4155.95,0,0.708,1156,0.053,0,1
E01,2016.3,1,0.781,1219,0.209,1,1
E03,9797.82,2,0.606,1997,0.908,1,0
E01,4097.76,0,0.961,1154,0.856,1,1
E03,3419.1,0,0.811,2280,0.592,0,0
E02,1773.18,1,0.329,3056,0.412,1,0
E02,9977.88,1,0.366,2440,0.956,1,1
E01,8574.91,1,0.677,2378,0.112,1,0
E99,792.73,0,0.467,433,0.141,0,0
E03,5700.96,0,0.201,3193,0.634,1,1
E02,1559.27,1,0.219,2013,0.565,0,0
E02,7186.24,2,0.526,594,0.972,1,0
E99,4892.43,1,0.619,2285,0.804,1,0
E03,1192.85,2,0.723,1753,0.932,1,0
E03,5614.69,1,0.811,3252,0.728,1,1
E03,9115.69,1,0.975,2331,0.921,1,1
E99,3477.83,1,0.871,3446,0.696,0,0
E01,602.98,1,0.485,3509,0.544,0,0
E03,9457.55,0,0.628,846,0.595,1,0
E02,1503.81,1,0.373,1051,0.897,1,0
E02,4803.01,0,0.975,758,0.148,1,1
E99,5492.3,0,0.628,831,0.581,0,0
E99,2447.17,2,0.4,2461,0.419,0,0
E02,1856.44,0,0.779,3416,0.673,1,1
E02,1220.07,0,0.59,1762,0.618,1,1
E99,792.56,1,0.997,2910,0.426,1,0
E99,5130.45,1,0.26,2677,0.698,0,0
E03,8436.01,2,0.468,939,0.554,1,0
E01,1354.91,1,0.953,3054,0.226,0,0
E01,7036.13,0,0.569,1724,0.65,1,1
E99,4184.95,1,0.449,39,0.075,0,0
E03,448.72,1,0.684,2576,0.824,0,0
E03,5406.13,1,0.732,3163,0.902,0,1
E03,2594.88,2,0.274,883,0.123,0,0
E02,6092.02,2,0.408,956,0.291,1,0
E02,3558.3,2,0.447,2636,0.169,1,0
E03,6697.88,1,0.397,3489,0.776,0,0
E01,9193.18,0,0.506,936,0.117,1,0
E03,2520.99,0,0.468,1549,0.559,0,1
E03,9404.42,2,0.785,2445,0.415,0,0
E03,2122.66,2,0.679,3068,0.756,0,0
E01,799.88,0,0.543,122,0.651,1,1
E03,2007.74,0,0.36,720,0.562,1,0
E01,8167.68,0,0.537,3218,0.523,0,1
E01,6807.81,2,0.344,1891,0.779,1,0
E02,9711.26,0,0.962,2729,0.499,0,1
E01,7127.29,0,0.339,228,0.445,1,0
E99,4185.05,1,0.887,328,0.074,1,0
E99,8935.07,1,0.692,2645,0.302,1,0
E01,9585.47,1,0.849,1353,0.398,1,1
E03,7937.38,1,0.911,3391,0.594,1,0
E02,5610.73,0,0.843,1551,0.683,1,1
E03,8275.08,0,0.671,3035,0.955,0,0
E99,1872.54,0,0.414,1956,0.31,0,0
E02,9013.47,2,0.728,2449,0.562,0,0
E01,9995.63,1,0.204,2353,0.761,1,0
E01,6684.89,0,0.502,429,0.342,1,0
E02,2039.3,2,0.886,2860,0.566,0,0
E99,1529.92,1,0.664,3542,0.443,0,0
E02,9598.2,2,0.408,1393,0.423,0,0
E02,8726.39,2,0.914,1238,0.109,0,1
E01,7511.92,0,0.212,2150,0.073,1,0
E99,9496.28,1,0.906,2278,0.328,1,1
E01,5083.7,1,0.808,1380,0.908,0,1
E03,8888.69,1,0.317,983,0.231,0,0
E03,1711.92,1,0.25,3496,0.109,1,0
E01,1909.82,1,0.961,2978,0.633,0,1
E01,5172.2,0,0.254,2059,0.951,0,1
E02,3391.85,0,0.979,1362,0.104,1,1
E01,4381.94,1,0.537,1268,0.751,1,1
E03,8002.15,2,0.483,1407,0.152,1,0
E03,628.73,0,0.72,2135,0.177,0,0
E01,7236.35,1,0.597,17,0.93,1,1
E02,973.47,0,0.512,2365,0.709,1,1
E01,8490.26,1,0.712,2071,0.576,1,0
E01,2098.81,0,0.48,521,0.205,1,0
E03,7375.9,1,0.227,903,0.576,0,0
E03,5959.61,2,0.86,998,0.109,1,0
E03,3917.66,1,0.612,3318,0.421,1,0
E01,2748.61,2,0.749,3365,0.712,1,0
E02,668.85,0,0.66,2819,0.584,0,1
E02,3598.46,0,0.691,2454,0.685,0,1
E99,2085.23,0,0.375,3427,0.159,1,0
E03,1445.53,0,0.948,2644,0.763,1,1
E99,7411.13,1,0.558,1403,0.949,0,0
E01,2203.9,2,0.936,1291,0.903,1,1
E02,2309.26,0,0.846,2382,0.133,0,1
E03,3470.77,1,0.776,1471,0.143,1,1
E02,4680.27,0,0.568,1627,0.533,1,0
E03,5185.76,2,0.218,3500,0.543,1,0
E02,6679.01,1,0.452,3273,0.856,1,0
E99,5926.37,0,0.732,2183,0.397,1,0
E01,4868.67,1,0.465,1168,0.534,0,0
E99,4000.01,0,0.279,1592,0.241,0,0
E02,2731.28,1,0.614,1183,0.94,0,1
E02,7128.43,0,0.324,1509,0.164,0,0
E02,3243.26,2,0.445,1318,0.9,0,0
E01,8510.86,0,0.602,1603,0.887,0,1
E99,5903.01,1,0.293,1792,0.097,1,0
E99,6376.05,2,0.29,2313,0.779,1,0
E99,5137.02,0,0.368,3195,0.367,1,0
E99,9292.71,2,0.673,1903,0.261,0,0
E03,4273.8,2,0.947,747,0.428,0,0
E02,4326.99,0,0.391,667,0.918,0,1
E99,8940.84,1,0.776,2345,0.425,1,1
E01,6088.58,2,0.352,3592,0.278,1,0
E03,4546.57,1,0.708,1102,0.543,0,0
E02,2695.3,2,0.31,318,0.435,0,0
E03,2525.94,2,0.876,298,0.068,1,0
E02,8034.2,1,0.794,987,0.225,0,1
E02,2866.71,0,0.745,3433,0.066,1,1
E01,156.8,1,0.212,2810,0.541,1,0
E02,292.66,1,0.869,2829,0.653,1,1
E02,9786.19,2,0.321,1198,0.725,0,1
E01,5642.4,0,0.627,3427,0.245,0,0
E01,4941.34,2,0.821,1468,0.807,0,0
E02,9186.97,0,0.705,1441,0.436,1,1
E01,3581.71,1,0.855,3376,0.096,0,1
E03,7970.48,1,0.767,2725,0.922,1,0
E01,7245.92,2,0.805,1040,0.702,1,1
E02,4823.26,0,0.439,2344,0.579,1,1
E01,7768.86,2,0.503,1261,0.088,1,0
E02,9661.21,0,0.601,2228,0.063,1,0
E02,2086.01,2,0.669,494,0.581,1,1
E03,273.34,1,0.753,145,0.876,1,1
E02,8232.4,1,0.644,3469,0.659,0,1
E02,4095.51,0,0.768,259,0.055,1,0
E01,5489.58,1,0.321,1445,0.65,0,1
E02,2302.38,1,0.516,703,0.378,1,0
E02,8433.71,0,0.931,54,0.165,1,1
E03,7239.94,0,0.374,2699,0.813,1,1
E02,9538.33,1,0.315,1019,0.592,1,0
E03,4804.99,1,0.796,2874,0.731,0,0
E02,9767.99,2,0.356,1979,0.205,1,0
E01,5157.47,1,0.566,2330,0.159,0,0
E01,6252.08,1,0.769,2407,0.534,0,1
E01,6773.86,1,0.588,692,0.546,1,1
E02,4948.74,1,0.921,1641,0.597,0,1
E03,5671.52,2,0.903,2799,0.75,1,0
E03,2310.74,2,0.602,843,0.674,1,0
E02,3687.39,2,0.969,409,0.686,0,0
E01,7049.73,1,0.433,1493,0.214,0,1
E99,485.99,0,0.387,3218,0.443,0,0
E01,7034.09,1,0.736,1159,0.614,0,1
E02,3107.38,1,0.658,1385,0.538,0,1
E99,2791.17,0,0.401,455,0.336,1,0
E02,6965.54,2,0.497,2617,0.938,1,0
E01,2227.96,1,0.386,1215,0.182,1,1
E01,9620.67,1,0.39,611,0.966,1,0
E03,9907.72,1,0.494,368,0.785,0,0
E01,4635.19,2,0.939,1132,0.61,0,0
E03,4074.04,2,0.868,733,0.17,1,0
E02,882.47,2,0.61,1783,0.58,0,1
E01,7804.36,2,0.582,1535,0.133,1,0
E01,1710.97,2,0.225,1787,0.926,1,1
E03,9337.17,2,0.57,1321,0.318,1,0
E02,9906.87,0,0.699,350,0.426,0,1
E03,1311.86,1,0.823,2798,0.649,1,1
E02,6861.76,0,0.485,1974,0.068,1,0
E01,4713.32,2,0.936,664,0.559,0,0
E02,5457.34,1,0.872,271,0.722,1,1
E02,1877.79,1,0.266,3383,0.245,0,0
E02,7262.86,1,0.922,3325,0.195,1,0
E03,1749.47,2,0.378,680,0.508,1,0
E99,8864.47,2,0.939,1518,0.554,0,0
E03,4594.35,0,0.705,2096,0.463,1,1
E02,6385.19,2,0.53,1581,0.328,1,0
E02,9225.73,2,0.549,3010,0.435,1,0
E03,7405.6,0,0.65,2077,0.344,1,1
E01,5454.39,1,0.875,956,0.285,0,1
E03,4086.51,1,0.87,2814,0.494,0,0
E99,4675.14,1,0.532,3149,0.422,1,0
E01,3482.56,2,0.879,251,0.459,1,1
E99,9467.22,0,0.578,3065,0.05,1,0
E03,2603.29,2,0.534,2531,0.701,1,0
E02,4152.53,1,0.395,3304,0.094,0,0
E99,7804.42,2,0.862,3278,0.244,0,0
E01,3706.98,2,0.696,179,0.805,0,0
E01,8877.45,1,0.545,1581,0.975,0,1
E01,2506.42,0,0.73,258,0.982,0,1
E02,410.31,2,0.889,48,0.607,0,0
E02,6324.64,1,0.358,3302,0.294,0,0
E99,5131.71,1,0.514,891,0.835,0,1
E01,9337.27,0,0.504,219,0.661,1,1
